filename,PQI,PNI,sample_id,Species_Display,Total_Ion_Count,Mean_Intensity,n_peaks,Mean_PPM_Error,Std_PPM_Error,Mean_Confidence,COL1A1_Corrected,COL1A2_Corrected,COL1A1_to_COL1A2_Ratio,COL3A1_Peaks,Ratio_QC,Fetal_Markers,Age_Category,Gelatin_Index,species,confidence,confidence_category,notes
V106_A19,1.0,,V106_A19.txt,Sheep,35429972.0,2735.0603674540685,12954,0.0577098566914663,0.8480143235515638,71.55261848233252,27135312.0,16794619.400000002,1.6157146139316498,4477.0,REVIEW,1,Young/Fetal,,Sheep,0.8,High,ɑ1 586: Ovis/Capra dominant + ɑ2 757: Ovis (ratio=3.8:1)
V106_A9,,,V106_A9.txt,Sheep,20920229.0,2663.979243601172,7853,0.0148136740394977,1.1073514830546374,69.23252376028462,20457861.0,14360577.4,1.4245848499100042,1364.0,REVIEW,1,Young/Fetal,,Sheep,0.8,High,ɑ1 586: Ovis/Capra dominant + ɑ2 757: Ovis (ratio=9.6:1)
V106_C6,1.0,,V106_C6.txt,Sheep,23701923.0,2489.9593444689567,9519,-0.065936513330079,0.995912622077495,70.02193491509323,16349841.0,7315909.9,2.2348335645850423,4968.0,REVIEW,1,Young/Fetal,,Sheep,0.8,High,ɑ1 586: Ovis/Capra dominant + ɑ2 757: Ovis (ratio=5.5:1)
V107_A10,,,V107_A10.txt,Sheep,27546494.0,5930.353928955867,4645,-0.0482238852529346,1.2963430732882475,67.16499468512495,41582979.0,6223354.8,6.681762543893528,2202.0,REVIEW,1,Young/Fetal,,Sheep,0.8,High,ɑ1 586: Ovis/Capra dominant + ɑ2 757: Ovis (ratio=38.3:1)
V107_A20,1.0,,V107_A20.txt,Sheep,18210511.0,3764.057668458041,4838,-0.0166259956663411,1.2449702713335644,67.74831966662659,25224030.0,5473205.4,4.608639390730704,2115.0,REVIEW,1,Young/Fetal,,Sheep,0.8,High,ɑ1 586: Ovis/Capra dominant + ɑ2 757: Ovis (ratio=71.1:1)
V107_C7,,,V107_C7.txt,Sheep,20159941.0,2795.3329173599554,7212,0.0499852767388145,1.2544635139046554,68.64914009804122,12346740.0,9079860.4,1.359794033837789,3250.0,REVIEW,1,Young/Fetal,,Sheep,0.8,High,ɑ1 586: Ovis/Capra dominant + ɑ2 757: Ovis (ratio=34.0:1)
V108_C18,1.0,,V108_C18.txt,Sheep,27307621.0,3579.449600209726,7629,-0.2297742686169447,1.0179206445200295,69.45625342087715,18873327.0,20235611.5,0.9326788567768264,1529.0,REVIEW,1,Young/Fetal,,Sheep,0.8,High,ɑ1 586: Ovis/Capra dominant + ɑ2 757: Ovis (ratio=6.1:1)
V108_C8,,,V108_C8.txt,Goat,15718176.0,3220.937704918033,4880,-0.0025793287723438,1.2874773036401692,67.38947294993196,5491758.0,7864996.100000001,0.6982531116576142,2820.0,REVIEW,1,Young/Fetal,,Goat,0.85,High,ɑ2 757: Capra pattern dominant (ratio=4.3:1)
V108_E5,1.0,,V108_E5.txt,Goat,10608133.0,3186.5824571943526,3329,-0.0722677873507897,1.471350407973766,64.9738379511689,14971182.0,3593623.8000000003,4.166040418588056,795.0,REVIEW,1,Young/Fetal,,Goat,0.9,High,ɑ2 757: Capra pattern detected (3077/3093 signal=40675)
V10_E15,,,V10_E15.txt,Sheep,49663001.0,3363.106995327419,14767,0.081544084332464,0.8246284231854863,71.58432774276878,25296909.0,30483874.2,0.8298456040735137,6287.0,REVIEW,1,Young/Fetal,,Sheep,0.8,High,ɑ1 586: Ovis/Capra dominant + ɑ2 757: Ovis (ratio=17.5:1)
V10_G1,,,V10_G1.txt,Sheep,26115625.0,3820.307928613224,6836,0.0246942233492147,1.1476176518856316,68.73388240442729,18040401.0,12483220.1,1.4451720674219306,3010.0,REVIEW,1,Young/Fetal,,Sheep,0.9,High,ɑ1 586: Ovis/Capra + ɑ2 757: Ovis pattern (ratio=14.4:1)
V10_G11,1.0,1.0,V10_G11.txt,Goat,37245784.0,3505.815512048193,10624,-0.0260275498040156,1.0060954610515889,70.62318611179303,29450637.0,21472354.8,1.371560654353569,3934.0,REVIEW,1,Young/Fetal,0.0,Goat,0.85,High,ɑ2 757: Capra pattern dominant (ratio=4.2:1)
V110_C19,,,V110_C19.txt,Bovidae,5983685.0,2334.641045649629,2563,-0.767197328981374,1.6072543482853898,66.90875419615749,7565709.0,1700775.7,4.44838728587197,988.0,REVIEW,1,Young/Fetal,,Bovidae,0.4,Low,No COL3A1 or hydroxylation markers found; Diagnostic masses inconclusive - family level only
V110_C9,0.7863321090657049,,V110_C9.txt,Goat,73406957.0,7973.816749945688,9206,-0.2912849195662989,1.3847845781610109,68.74095728789464,25589166.0,20470547.5,1.2500479530408262,3636.0,REVIEW,1,Young/Fetal,,Goat,0.75,Medium,Hydroxylation pattern suggests Capra (score=0.96)
V110_E6,1.0,,V110_E6.txt,Bovidae,4199567.0,1926.406880733945,2180,-0.3820458302970536,1.1322451453248077,67.69641153030432,2069703.0,2268974.5,0.9121755224662068,918.0,REVIEW,1,Young/Fetal,,Bovidae,0.5,Low,COL3A1 and hydroxylation patterns ambiguous; Diagnostic masses inconclusive - family level only
V113_C10,,,V113_C10.txt,Sheep,25611766.0,3071.323420074349,8339,-0.3893833182244441,1.3583954648402414,67.34988365826933,22315827.0,11267926.8,1.9804731958322623,2933.0,PASS,1,Young/Fetal,,Sheep,0.8,High,ɑ1 586: Ovis/Capra dominant + ɑ2 757: Ovis (ratio=11.4:1)
V113_C20,1.0,,V113_C20.txt,Sheep,36072017.0,2939.6151087930893,12271,0.0565855080391564,1.1045968903520498,69.77626438614202,50454198.0,10064840.5,5.012915803285705,5878.0,REVIEW,1,Young/Fetal,,Sheep,0.9,High,ɑ1 586: Ovis/Capra + ɑ2 757: Ovis pattern (ratio=9.4:1)
V113_E7,1.0,,V113_E7.txt,Bovidae,9647170.0,4806.761335326358,2007,-1.1241865565796376,2.6982962018125147,59.816337344776905,8352051.0,1086406.1,7.687779919497874,1339.0,REVIEW,1,Young/Fetal,,Bovidae,0.4,Low,No COL3A1 or hydroxylation markers found; Diagnostic masses inconclusive - family level only
V114_C11,,,V114_C11.txt,Sheep/Goat,48565690.0,3638.1519214922464,13349,-0.2509790208456336,0.8083826714740157,71.19323003406187,31350837.0,20106724.3,1.5592215087964378,4801.0,REVIEW,1,Young/Fetal,,Sheep/Goat,0.6,Low,"ɑ1 586: Ovis/Capra, ɑ2 757 ambiguous"
V114_C21,1.0,,V114_C21.txt,Sheep/Goat,6451057.0,3034.3635936030105,2126,-0.1162587360398647,1.6881135039487256,63.20564568992152,3466788.0,3370672.5,1.0285152295276387,824.0,REVIEW,1,Young/Fetal,,Sheep/Goat,0.6,Low,"ɑ1 586: Ovis/Capra, ɑ2 757 ambiguous"
V114_E8,0.5920860276359766,,V114_E8.txt,Sheep,37012051.0,3433.7184339920213,10779,-0.0702782654128641,0.9281246626252012,70.74976928022713,11658984.0,26815337.9,0.4347878830943241,2414.0,REVIEW,1,Young/Fetal,,Sheep,0.8,High,ɑ1 586: Ovis/Capra dominant + ɑ2 757: Ovis (ratio=37.2:1)
V115_I14,1.0,,V115_I14.txt,Sheep,30927408.0,2240.9541337584237,13801,-0.036053154632078,1.1441999132000853,70.11876045708344,13989276.0,18324229.3,0.7634305252881768,5723.0,REVIEW,1,Young/Fetal,,Sheep,0.8,High,ɑ1 586: Ovis/Capra dominant + ɑ2 757: Ovis (ratio=240.2:1)
V115_I21,1.0,,V115_I21.txt,Sheep,18067757.0,1818.0475950895552,9938,0.0384840478312512,0.9552063356284846,71.20852836844028,25713084.0,4695973.100000001,5.475560326357065,3102.0,REVIEW,1,Young/Fetal,,Sheep,0.9,High,ɑ1 586: Ovis/Capra + ɑ2 757: Ovis pattern (ratio=3018.0:1)
V115_I7,1.0,,V115_I7.txt,Sheep/Goat,26493849.0,3296.0747698432447,8038,0.2277154822153909,1.1884608579845517,69.98868178143145,26688891.0,10704175.3,2.493315949338012,2190.0,REVIEW,1,Young/Fetal,,Sheep/Goat,0.6,Low,"ɑ2 757 ambiguous: Ovis=0, Capra=0"
V11_I24,1.0,,V11_I24.txt,Goat,13595562.0,5743.794676806084,2367,-0.1752404860550137,1.7619012832510383,60.74242117931867,16408074.0,6499041.9,2.5246912164083755,602.0,REVIEW,1,Young/Fetal,,Goat,0.8,High,ɑ1 586: Ovis/Capra dominant + ɑ2 757: Capra (ratio=2.7:1)
V11_J10,1.0,1.0,V11_J10.txt,Goat,26918518.0,3337.6959702417853,8065,-0.006485478014924,0.986834366492537,70.19916163419941,21807339.0,16833024.0,1.2955092917351037,3127.0,REVIEW,1,Young/Fetal,0.0,Goat,0.85,High,ɑ2 757: Capra pattern dominant (ratio=132.5:1)
V11_J20,1.0,,V11_J20.txt,Goat,17637233.0,2905.161093724263,6071,0.0772575143662247,1.2452138503082069,68.13293032721795,6563550.0,9570119.0,0.6858378668018653,2558.0,REVIEW,1,Young/Fetal,,Goat,0.8,High,ɑ1 586: Ovis/Capra dominant + ɑ2 757: Capra (ratio=2.9:1)
V12_J1,,,V12_J1.txt,Sheep/Goat,35846207.0,3800.085550726174,9433,0.0934894630023566,1.090437750755059,69.98484799878177,28233765.0,17819786.400000002,1.584405355161833,3651.0,REVIEW,1,Young/Fetal,,Sheep/Goat,0.6,Low,"ɑ1 586: Ovis/Capra, ɑ2 757 ambiguous"
V12_J11,,,V12_J11.txt,Sheep,31814117.0,3645.8992665597066,8726,-0.2513097386053771,1.3549816485516522,68.7790891884456,13680444.0,18034181.1,0.7585841532887789,3015.0,REVIEW,1,Young/Fetal,,Sheep,0.8,High,ɑ1 586: Ovis/Capra dominant + ɑ2 757: Ovis (ratio=7.4:1)
V12_J21,,,V12_J21.txt,Sheep,25114684.0,2672.9123031077056,9396,0.0651956111058619,0.9881549931115056,70.16924943196365,5650116.0,12793362.4,0.4416443326892701,4747.0,REVIEW,1,Young/Fetal,,Sheep,0.9,High,ɑ1 586: Ovis/Capra + ɑ2 757: Ovis pattern (ratio=3.8:1)
V14_E16,1.0,1.0,V14_E16.txt,Sheep,22344313.0,2694.033397636846,8294,0.0138492933391086,0.8988871884712387,71.0723400321106,21690774.0,8616862.8,2.517247228306803,3294.0,REVIEW,1,Young/Fetal,0.0,Sheep,0.9,High,ɑ1 586: Ovis/Capra + ɑ2 757: Ovis pattern (ratio=4.5:1)
V14_G12,1.0,0.9507696922791248,V14_G12.txt,Sheep,41766769.0,4182.532445423593,9986,0.0261837308291092,0.8623478877110929,71.30735774776237,21911646.0,32315869.3,0.6780460026182864,2865.0,REVIEW,1,Young/Fetal,0.0492303077208752,Sheep,0.8,High,ɑ1 586: Ovis/Capra dominant + ɑ2 757: Ovis (ratio=2.6:1)
V14_G2,1.0,,V14_G2.txt,Sheep,21094438.0,2235.2906644060613,9437,-0.0124235837290244,0.8900047581385456,71.16559837634036,15067806.0,8644766.0,1.7429975548210328,5045.0,REVIEW,1,Young/Fetal,,Sheep,0.8,High,ɑ1 586: Ovis/Capra dominant + ɑ2 757: Ovis (ratio=3.7:1)
V16_J12,,,V16_J12.txt,Sheep,16860000.0,3883.0032243205897,4342,0.0225761544359264,1.424320397207495,65.87802783276301,7915671.0,9630853.7,0.8219075116881901,2190.0,REVIEW,1,Young/Fetal,,Sheep,0.8,High,ɑ1 586: Ovis/Capra dominant + ɑ2 757: Ovis (ratio=13.0:1)
V16_J2,,,V16_J2.txt,Bovidae,82298118.0,10582.244824482448,7777,-0.0207366157225875,1.0960606336005398,69.58766358091296,8701182.0,65211646.5,0.1334298774376138,3034.0,REVIEW,1,Young/Fetal,,Bovidae,0.5,Low,COL3A1 and hydroxylation patterns ambiguous; Diagnostic masses inconclusive - family level only
V16_J22,1.0,,V16_J22.txt,Sheep,15587909.0,3121.9525335469657,4993,0.0109122104153194,1.35703162853805,66.51253303223523,6634413.0,10692817.2,0.6204551032631512,1794.0,REVIEW,1,Young/Fetal,,Sheep,0.8,High,ɑ1 586: Ovis/Capra dominant + ɑ2 757: Ovis (ratio=7.9:1)
V17_E17,1.0,,V17_E17.txt,Goat,18204055.0,2226.523361056752,8176,-0.0567880454627171,0.8895521280275588,71.02313761272981,5075136.0,6120791.3,0.8291633795780621,5565.0,REVIEW,1,Young/Fetal,,Goat,0.85,High,ɑ2 757: Capra pattern dominant (ratio=4.9:1)
V17_G13,1.0,,V17_G13.txt,Sheep,23689413.0,2776.2115317004573,8533,-0.047152722817325,0.8879450650119517,70.96885962612718,20792493.0,8133355.100000001,2.556447215737574,4350.0,REVIEW,1,Young/Fetal,,Sheep,0.9,High,ɑ1 586: Ovis/Capra + ɑ2 757: Ovis pattern (ratio=16.4:1)
V17_G3,1.0,,V17_G3.txt,Sheep,15940119.0,2629.5148465852853,6062,0.2731375834154258,1.2689802096006155,68.48371937560243,8913174.0,8265292.100000001,1.0783858443429966,2971.0,REVIEW,1,Young/Fetal,,Sheep,0.9,High,ɑ1 586: Ovis/Capra + ɑ2 757: Ovis pattern (ratio=47.4:1)
V18_E18,,,V18_E18.txt,Bovidae,15152507.0,2169.292340730136,6985,0.0359316755871918,1.1122778240616786,68.84747270886805,7475985.0,9208344.6,0.8118706808604882,3723.0,REVIEW,1,Young/Fetal,,Bovidae,0.5,Low,COL3A1 and hydroxylation patterns ambiguous; Diagnostic masses inconclusive - family level only
V18_G14,1.0,,V18_G14.txt,Goat,19259298.0,2895.264281419122,6652,0.0189936338732563,1.0727188894674653,69.6988045442527,14792493.0,11701081.6,1.2641987728724156,2176.0,REVIEW,1,Young/Fetal,,Goat,0.85,High,ɑ2 757: Capra pattern dominant (ratio=6.1:1)
V18_G4,,,V18_G4.txt,Bovidae,14917900.0,5562.229679343774,2682,-0.7342893879852386,1.210451922823653,68.7269494348551,27048765.0,5491032.3,4.925989053096628,398.0,REVIEW,1,Young/Fetal,,Bovidae,0.4,Low,No COL3A1 or hydroxylation markers found; Diagnostic masses inconclusive - family level only
V19_J13,1.0,1.0,V19_J13.txt,Sheep,20954461.0,2615.7110223442764,8011,-0.0694313716969837,1.04558709613449,70.24353156437657,11886366.0,5383592.5,2.2078873911797743,3897.0,REVIEW,1,Young/Fetal,0.0,Sheep,0.8,High,ɑ1 586: Ovis/Capra dominant + ɑ2 757: Ovis (ratio=5.2:1)
V19_J23,1.0,1.0,V19_J23.txt,Sheep,24957336.0,2986.756342747726,8356,0.4618783042329882,1.0694425624198975,69.42623090547065,6659100.0,13117556.4,0.5076479030804854,4504.0,REVIEW,1,Young/Fetal,0.0,Sheep,0.8,High,ɑ1 586: Ovis/Capra dominant + ɑ2 757: Ovis (ratio=3.0:1)
V19_J3,1.0,1.0,V19_J3.txt,Sheep,11463336.0,2239.807737397421,5118,-0.1570965176174046,1.1188533071541409,69.23616977239996,9377361.0,4136516.8,2.26697036501822,2861.0,REVIEW,1,Young/Fetal,0.0,Sheep,0.8,High,ɑ1 586: Ovis/Capra dominant + ɑ2 757: Ovis (ratio=5.5:1)
V21_E19,1.0,,V21_E19.txt,Sheep,18791224.0,2883.416295841645,6517,0.103048534914297,1.180659466257665,68.34295330835451,19586475.0,6476316.600000001,3.024323270421956,2861.0,REVIEW,1,Young/Fetal,,Sheep,0.8,High,ɑ1 586: Ovis/Capra dominant + ɑ2 757: Ovis (ratio=22.2:1)
V21_G15,,,V21_G15.txt,Sheep,49197640.0,3925.1348332535504,12534,-0.004325965564074,0.8420755796248888,71.37324383936846,23982156.0,17983223.7,1.333584923375001,6044.0,REVIEW,1,Young/Fetal,,Sheep,0.8,High,ɑ1 586: Ovis/Capra dominant + ɑ2 757: Ovis (ratio=12.5:1)
V21_G5,,,V21_G5.txt,Sheep,24612336.0,3278.584787531637,7507,-0.0132696361885233,1.0656506496472706,69.69733050880976,19964583.0,10702149.9,1.8654740576937725,3460.0,PASS,1,Young/Fetal,,Sheep,0.8,High,ɑ1 586: Ovis/Capra dominant + ɑ2 757: Ovis (ratio=17.7:1)
V22_J14,1.0,,V22_J14.txt,Sheep,25852824.0,4551.553521126761,5680,0.055642022773258,1.1831407630025363,68.17410689741965,15300762.0,6370520.0,2.4018073877799613,3722.0,REVIEW,1,Young/Fetal,,Sheep,0.8,High,ɑ1 586: Ovis/Capra dominant + ɑ2 757: Ovis (ratio=7.3:1)
V22_J24,1.0,,V22_J24.txt,Sheep,11833877.0,1907.7667257778492,6203,-0.0839490298836505,1.1203168632458158,68.73964788237667,12424779.0,4827239.3,2.573889179266501,2217.0,REVIEW,1,Young/Fetal,,Sheep,0.8,High,ɑ1 586: Ovis/Capra dominant + ɑ2 757: Ovis (ratio=12.2:1)
V22_J4,1.0,,V22_J4.txt,Sheep,59895356.0,7796.844051028378,7682,0.0413479635329983,1.0228007436190192,70.2280410353693,22041531.0,38485930.6,0.5727165916575238,3455.0,REVIEW,1,Young/Fetal,,Sheep,0.8,High,ɑ1 586: Ovis/Capra dominant + ɑ2 757: Ovis (ratio=6.0:1)
V25_E20,1.0,,V25_E20.txt,Sheep,14970378.0,4104.847271730189,3647,-0.1443443087198567,1.5125611170376794,64.9842973144732,26411064.0,4196925.2,6.292955614267321,1070.0,REVIEW,1,Young/Fetal,,Sheep,0.9,High,ɑ1 586: Ovis/Capra + ɑ2 757: Ovis pattern (ratio=15.3:1)
V25_G16,1.0,,V25_G16.txt,Sheep,35608044.0,8435.926083866383,4221,0.0531212595366434,1.354328916380858,66.71760971247757,13386624.0,33551256.700000003,0.3989902411017587,1756.0,REVIEW,1,Young/Fetal,,Sheep,0.8,High,ɑ1 586: Ovis/Capra dominant + ɑ2 757: Ovis (ratio=8.8:1)
V25_G6,1.0,,V25_G6.txt,Sheep,18840419.0,3191.6684736574625,5903,-0.0894036941155901,1.2029758883250186,68.69424933343481,16044588.0,13632196.5,1.1769627880584028,908.0,REVIEW,1,Young/Fetal,,Sheep,0.9,High,ɑ1 586: Ovis/Capra + ɑ2 757: Ovis pattern (ratio=7.5:1)
V26_J15,1.0,,V26_J15.txt,Sheep,13569137.0,2345.978042876902,5784,0.0118860407588618,1.162750501859935,68.60051391195475,16144053.0,6139302.0,2.6296235304925544,1748.0,REVIEW,1,Young/Fetal,,Sheep,0.8,High,ɑ1 586: Ovis/Capra dominant + ɑ2 757: Ovis (ratio=4.2:1)
V26_J5,1.0,,V26_J5.txt,Sheep/Goat,25310538.0,2582.971527706909,9799,0.1774113266586208,0.9936405547371062,69.81453297418366,28316508.0,13623606.1,2.078488455417101,2186.0,PASS,1,Young/Fetal,,Sheep/Goat,0.6,Low,"ɑ1 586: Ovis/Capra, ɑ2 757 ambiguous"
V26_K1,1.0,,V26_K1.txt,Sheep,14933710.0,2344.7495682210706,6369,-0.1549447953025473,1.1361639338220144,68.2438913229266,21549558.0,3905263.7,5.518080123501007,1934.0,REVIEW,1,Young/Fetal,,Sheep,0.8,High,ɑ1 586: Ovis/Capra dominant + ɑ2 757: Ovis (ratio=2.4:1)
V28_J16,1.0,,V28_J16.txt,Calf,28992969.0,2936.2942070083045,9874,0.1826517497589629,1.043456038876165,70.99185521002822,6929322.0,11102759.2,0.6241081045871912,6249.0,REVIEW,1,Young/Fetal,,Calf,0.8,High,ɑ1 586: Bos dominant (ratio=3.1:1)
V28_J6,1.0,,V28_J6.txt,Sheep,15022216.0,2920.905308185884,5143,0.0497272593146559,1.2313298132717416,67.83931432007782,16714842.0,6919312.4,2.4156796273571923,1858.0,REVIEW,1,Young/Fetal,,Sheep,0.9,High,ɑ1 586: Ovis/Capra + ɑ2 757: Ovis pattern (ratio=8.2:1)
V28_K2,1.0,,V28_K2.txt,Sheep,10309618.0,2330.3838155515373,4424,0.2039919534288604,1.451621141428011,66.201647273652,14001297.0,3159306.8000000003,4.431762372682513,1756.0,REVIEW,1,Young/Fetal,,Sheep,0.9,High,ɑ1 586: Ovis/Capra + ɑ2 757: Ovis pattern (ratio=15.5:1)
V2_C13,1.0,,V2_C13.txt,Goat,17920138.0,2788.692499221911,6426,-0.064002990425391,1.1849777398580548,69.16525432420508,13371339.0,10581626.9,1.2636373523999411,2547.0,REVIEW,1,Young/Fetal,,Goat,0.85,High,ɑ2 757: Capra pattern dominant (ratio=4.9:1)
V2_C24,1.0,,V2_C24.txt,Goat,30713929.0,3498.9666210982,8778,0.0274918230056767,0.9768387409250936,70.6341399906736,21791493.0,18033597.4,1.208383026228588,3362.0,REVIEW,1,Young/Fetal,,Goat,0.85,High,ɑ2 757: Capra pattern dominant (ratio=25.3:1)
V2_E10,1.0,,V2_E10.txt,Sheep,25201351.0,3293.002874689664,7653,-0.1080011972970682,1.034992412666087,70.20334204432754,25477443.0,7138385.8,3.5690762188841068,3743.0,REVIEW,1,Young/Fetal,,Sheep,0.8,High,ɑ1 586: Ovis/Capra dominant + ɑ2 757: Ovis (ratio=9.5:1)
V30_J17,1.0,,V30_J17.txt,Sheep,25484481.0,2556.6293138041733,9968,0.1366074790845765,0.9128691451850196,70.48232333108415,24741132.0,11996676.9,2.062332111319927,2802.0,PASS,1,Young/Fetal,,Sheep,0.9,High,ɑ1 586: Ovis/Capra + ɑ2 757: Ovis pattern (ratio=7.7:1)
V30_J7,1.0,,V30_J7.txt,Sheep,65679502.0,5401.719055843409,12159,0.0124010149960012,0.8522790509296684,71.37926444532734,22533120.0,47951827.3,0.4699116023050908,5227.0,REVIEW,1,Young/Fetal,,Sheep,0.8,High,ɑ1 586: Ovis/Capra dominant + ɑ2 757: Ovis (ratio=3.4:1)
V30_K3,1.0,,V30_K3.txt,Sheep,47668746.0,4356.094855158549,10943,0.0175981882942701,0.9269128603333124,71.45554246006999,14693772.0,11553396.4,1.2718140615343208,6189.0,REVIEW,1,Young/Fetal,,Sheep,0.8,High,ɑ1 586: Ovis/Capra dominant + ɑ2 757: Ovis (ratio=8.0:1)
V36_E21,1.0,,V36_E21.txt,Sheep,22446685.0,2266.1973750631,9905,-0.1118477788511386,0.8743721415816167,70.75120262874,20439276.0,10927400.9,1.8704608888285597,3045.0,PASS,1,Young/Fetal,,Sheep,0.8,High,ɑ1 586: Ovis/Capra dominant + ɑ2 757: Ovis (ratio=2.2:1)
V36_G17,1.0,,V36_G17.txt,Sheep,13041479.0,1632.0208985108247,7991,0.3326148992579272,1.1957630585098895,68.34492679629358,3425616.0,4833747.100000001,0.7086874693961543,6240.0,REVIEW,1,Young/Fetal,,Sheep,0.9,High,ɑ1 586: Ovis/Capra + ɑ2 757: Ovis pattern (ratio=2.0:1)
V36_G7,1.0,,V36_G7.txt,Sheep,10658949.0,2263.0464968152864,4710,-0.1084924019024526,1.1716930956918232,68.7074881512899,9013011.0,7292886.9,1.2358632628733073,922.0,REVIEW,1,Young/Fetal,,Sheep,0.8,High,ɑ1 586: Ovis/Capra dominant + ɑ2 757: Ovis (ratio=2.1:1)
V3_C14,,,V3_C14.txt,Sheep,29755345.0,2884.38784412563,10316,-0.0238892437838133,0.8932316936065947,71.07549183005996,32866065.0,10584939.3,3.1049837952306443,2752.0,REVIEW,1,Young/Fetal,,Sheep,0.8,High,ɑ1 586: Ovis/Capra dominant + ɑ2 757: Ovis (ratio=22.8:1)
V3_E1,,,V3_E1.txt,Sheep,12730465.0,3316.0888252149,3839,-0.0761514827704271,1.3952555189268634,65.74791972869043,8520360.0,9689514.9,0.8793381390021909,855.0,REVIEW,1,Young/Fetal,,Sheep,0.8,High,ɑ1 586: Ovis/Capra dominant + ɑ2 757: Ovis (ratio=24.3:1)
V3_E11,,,V3_E11.txt,Sheep,14007179.0,4407.545311516677,3178,-0.1089098757121136,1.6007247885771168,62.95765350921868,9281070.0,8789159.6,1.0559678538548782,1629.0,REVIEW,1,Young/Fetal,,Sheep,0.8,High,ɑ1 586: Ovis/Capra dominant + ɑ2 757: Ovis (ratio=56.7:1)
V45_E22,1.0,,V45_E22.txt,Sheep,18867676.0,2672.475354107649,7060,-0.0242253550894305,1.083971937331569,69.51420068374989,9824706.0,11482403.4,0.8556314961029848,2493.0,REVIEW,1,Young/Fetal,,Sheep,0.8,High,ɑ1 586: Ovis/Capra dominant + ɑ2 757: Ovis (ratio=2.2:1)
V45_G18,,,V45_G18.txt,Sheep,24987213.0,2781.9208416833667,8982,0.0192863687365122,0.9325830793890808,70.91492962391249,17168268.0,13526373.9,1.2692439324037907,3132.0,REVIEW,1,Young/Fetal,,Sheep,0.8,High,ɑ1 586: Ovis/Capra dominant + ɑ2 757: Ovis (ratio=2.2:1)
V45_G8,1.0,,V45_G8.txt,Sheep,16913719.0,2912.6431892543483,5807,0.0199052505681806,1.146320943220302,69.2007373436275,5157552.0,12048761.4,0.4280566133544647,3276.0,REVIEW,1,Young/Fetal,,Sheep,0.8,High,ɑ1 586: Ovis/Capra dominant + ɑ2 757: Ovis (ratio=4.0:1)
V52_E23,1.0,,V52_E23.txt,Sheep/Goat,23339058.0,3519.6890363444427,6631,0.0349804614260563,1.030033448567951,70.3075879569441,8246955.0,12247492.4,0.6733586542172502,3165.0,REVIEW,1,Young/Fetal,,Sheep/Goat,0.6,Low,"ɑ1 586: Ovis/Capra, ɑ2 757 ambiguous"
V52_G19,1.0,,V52_G19.txt,Goat,24561986.0,2994.268682189443,8203,-0.0152902655896764,0.8660017765666665,71.17617643553727,9520122.0,16209939.2,0.5873015242401403,3107.0,REVIEW,1,Young/Fetal,,Goat,0.8,High,ɑ1 586: Ovis/Capra dominant + ɑ2 757: Capra (ratio=2.2:1)
V52_G9,1.0,,V52_G9.txt,Goat,21644320.0,2909.573867455303,7439,0.1028400237960452,0.9884328580688724,70.06528290056085,15236955.0,10476358.1,1.4544133423617889,3054.0,REVIEW,1,Young/Fetal,,Goat,0.8,High,ɑ1 586: Ovis/Capra dominant + ɑ2 757: Capra (ratio=2.5:1)
V56_E24,1.0,,V56_E24.txt,Sheep,21338461.0,3535.1989728296885,6036,-0.0808761873175771,1.1886590530042858,68.34786228789652,32097189.0,7624139.9,4.209942291326527,1759.0,REVIEW,1,Young/Fetal,,Sheep,0.8,High,ɑ1 586: Ovis/Capra dominant + ɑ2 757: Ovis (ratio=8.2:1)
V56_G10,1.0,,V56_G10.txt,Sheep,17739969.0,3607.151077673851,4918,0.0069386733009868,1.3761299978006691,65.90095343625329,14460405.0,8935474.6,1.6183141519981492,2251.0,REVIEW,1,Young/Fetal,,Sheep,0.8,High,ɑ1 586: Ovis/Capra dominant + ɑ2 757: Ovis (ratio=5.1:1)
V56_G20,1.0,,V56_G20.txt,Sheep,27049431.0,2377.344963965548,11378,-0.1562921590069216,0.8567328230752047,70.77953903880983,26409258.0,13066751.1,2.0211036238380635,3412.0,PASS,1,Young/Fetal,,Sheep,0.8,High,ɑ1 586: Ovis/Capra dominant + ɑ2 757: Ovis (ratio=9.5:1)
V59_G21,1.0,,V59_G21.txt,Sheep,17527667.0,2761.5671971009924,6347,-0.1056685776899161,1.1971088123016096,68.59808854339066,6224814.0,7576101.0,0.8216382014970497,2611.0,REVIEW,1,Young/Fetal,,Sheep,0.8,High,ɑ1 586: Ovis/Capra dominant + ɑ2 757: Ovis (ratio=14.8:1)
V59_H17,,,V59_H17.txt,Sheep,20467017.0,2886.744287729196,7090,0.0371394476429641,1.095895907651503,69.50816225856944,12650850.0,7879478.100000001,1.6055441539966966,1142.0,REVIEW,1,Young/Fetal,,Sheep,0.8,High,ɑ1 586: Ovis/Capra dominant + ɑ2 757: Ovis (ratio=20.3:1)
V59_H7,1.0,,V59_H7.txt,Sheep,20106203.0,2447.2009493670885,8216,-0.0269314703638257,1.024126645931896,69.76309728661106,9799305.0,11834196.4,0.8280498876966416,3348.0,REVIEW,1,Young/Fetal,,Sheep,0.8,High,ɑ1 586: Ovis/Capra dominant + ɑ2 757: Ovis (ratio=27.0:1)
